name,accuracy,effect_chance,pp,priority,power,class,type,crit_rate,drain,flinch_chance,healing,max_hits,min_hits,max_turns,min_turns,stat_chance,effect
"fusion-bolt",100,,5,0,100,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power."
"flying-press",95,,10,0,100,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.If the target has used minimize since entering battle, this move has double power and will never miss."
"mat-block",-1,,10,0,-1,status,fighting,0,0,0,0,,,,,0,"Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out."
"belch",90,,10,0,120,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move."
"rototiller",-1,100,10,0,-1,status,ground,0,0,0,0,,,,,100,"Raises the Attack and Special Attack of all grass Pokémon in battle."
"sticky-web",-1,,20,0,-1,status,bug,0,0,0,0,,,,,0,"Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides."
"fell-stinger",100,,25,0,50,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target."
"phantom-force",100,,10,0,90,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.This move ignores the effects of detect and protect.This move cannot be selected by sleep talk."
"trick-or-treat",100,,20,0,-1,status,ghost,0,0,0,0,,,,,0,"Adds ghost to the target's types."
"noble-roar",100,100,30,0,-1,status,normal,0,0,0,0,,,,,100,"Lowers the target's Attack and Special Attack by one stage."
"ion-deluge",-1,,25,1,-1,status,electric,0,0,0,0,,,,,0,"Changes all Pokémon's normal moves to electric moves for the rest of the turn."
"parabolic-charge",100,,20,0,65,special,electric,0,50,0,0,,,,,0,"Heals the user for half the total damage dealt to all targets."
"forests-curse",100,,20,0,-1,status,grass,0,0,0,0,,,,,0,"Adds grass to the target's types."
"petal-blizzard",100,,15,0,90,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"freeze-dry",100,10,20,0,70,special,ice,0,0,0,0,,,,,0,"Inflicts regular damage.  This move is super-effective against the water type.The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type."
"disarming-voice",-1,,15,0,40,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion."
"parting-shot",100,100,20,0,-1,status,dark,0,0,0,0,,,,,100,"Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out."
"topsy-turvy",-1,,20,0,-1,status,dark,0,0,0,0,,,,,0,"Inverts the target's stat modifiers."
"draining-kiss",100,,10,0,50,special,fairy,0,75,0,0,,,,,0,"Deals regular damage.  Drains 75% of the damage inflicted to heal the user."
"crafty-shield",-1,,10,3,-1,status,fairy,0,0,0,0,,,,,0,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn.Unlike other blocking moves, this move may be used consecutively without its chance of success falling."
"flower-shield",-1,100,10,0,-1,status,fairy,0,0,0,0,,,,,100,"Raises the Defense of all grass Pokémon in battle."
"grassy-terrain",-1,,10,0,-1,status,grass,0,0,0,0,,,,,0,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.Changes nature power to energy ball."
"misty-terrain",-1,,10,0,-1,status,fairy,0,0,0,0,,,,,0,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.Changes nature power to moonblast."
"electrify",-1,,20,0,-1,status,electric,0,0,0,0,,,,,0,"Changes the target's move's type to electric if it hasn't moved yet this turn."
"play-rough",90,10,10,0,90,physical,fairy,0,0,0,0,,,,,10,"Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage."
"fairy-wind",100,,30,0,40,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"moonblast",100,30,15,0,95,special,fairy,0,0,0,0,,,,,30,"Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage."
"boomburst",100,,10,0,140,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"fairy-lock",-1,,10,0,-1,status,fairy,0,0,0,0,,,,,0,"Prevents all Pokémon from fleeing or switching out during the next turn."
"kings-shield",-1,,10,4,-1,status,steel,0,0,0,0,,,,,0,"Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme."
"play-nice",-1,100,20,0,-1,status,normal,0,0,0,0,,,,,100,"Lowers the target's Attack by one stage."
"confide",-1,100,20,0,-1,status,normal,0,0,0,0,,,,,100,"Lowers the target's Special Attack by one stage."
"diamond-storm",95,50,5,0,100,physical,rock,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit."
"steam-eruption",95,30,5,0,110,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to burn the target."
"hyperspace-hole",-1,,5,0,80,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  Bypasses and removes any protection effect on the target."
"water-shuriken",100,,20,1,15,special,water,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times."
"mystical-fire",100,100,10,0,75,special,fire,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage."
"spiky-shield",-1,,10,4,-1,status,grass,0,0,0,0,,,,,0,"Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP."
"aromatic-mist",-1,,20,0,-1,status,fairy,0,0,0,0,,,,,0,"Raises a selected ally's Special Defense by one stage."
"eerie-impulse",100,,15,0,-1,status,electric,0,0,0,0,,,,,0,"Lowers the target's Special Attack by two stages."
"venom-drench",100,100,20,0,-1,status,poison,0,0,0,0,,,,,100,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned."
"powder",100,,20,1,-1,status,bug,0,0,0,0,,,,,0,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move."
"geomancy",-1,,10,0,-1,status,fairy,0,0,0,0,,,,,0,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages."
"magnetic-flux",-1,,20,0,-1,status,electric,0,0,0,0,,,,,0,"Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage."
"happy-hour",-1,,30,0,-1,status,normal,0,0,0,0,,,,,0,"Doubles prize money.Stacks with a held item.  Only works once per battle."
"electric-terrain",-1,,10,0,-1,status,electric,0,0,0,0,,,,,0,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.Changes nature power to thunderbolt."
"dazzling-gleam",100,,10,0,80,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"celebrate",-1,,40,0,-1,status,normal,0,0,0,0,,,,,0,"Does nothing."
"hold-hands",-1,,40,0,-1,status,normal,0,0,0,0,,,,,0,"Does nothing."
"baby-doll-eyes",100,,30,1,-1,status,fairy,0,0,0,0,,,,,0,"Lowers the target's Attack by one stage."
"nuzzle",100,100,20,0,20,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 100% chance to paralyze the target."
"hold-back",100,,40,0,40,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Will not reduce the target's HP below 1."
"infestation",100,100,20,0,20,special,bug,0,0,0,0,,,6,5,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.rapid spin cancels this effect."
"power-up-punch",100,100,20,0,40,physical,fighting,0,0,0,0,,,,,100,"Inflicts regular damage.  Raises the user's Attack by one stage."
"oblivion-wing",100,,10,0,80,special,flying,0,75,0,0,,,,,0,"Deals regular damage.  Drains 75% of the damage inflicted to heal the user."
"thousand-arrows",100,100,10,0,90,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon."
"thousand-waves",100,,10,0,90,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage.  Traps the target."
"lands-wrath",100,,10,0,90,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"light-of-ruin",90,,5,0,140,special,fairy,0,-50,0,0,,,,,0,"Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil."
"origin-pulse",85,,10,0,110,special,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"precipice-blades",85,,10,0,120,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"dragon-ascent",100,100,5,0,120,physical,flying,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each."
"hyperspace-fury",-1,100,5,0,100,physical,dark,0,0,0,0,,,,,100,"Inflicts regular damage.  Bypasses and removes any protection effect on the target."
"breakneck-blitz--physical",-1,,1,0,-1,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"breakneck-blitz--special",-1,,1,0,-1,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"all-out-pummeling--physical",-1,,1,0,-1,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage."
"all-out-pummeling--special",-1,,1,0,-1,special,fighting,0,0,0,0,,,,,0,"Inflicts regular damage."
"supersonic-skystrike--physical",-1,,1,0,-1,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage."
"supersonic-skystrike--special",-1,,1,0,-1,special,flying,0,0,0,0,,,,,0,"Inflicts regular damage."
"acid-downpour--physical",-1,,1,0,-1,physical,poison,0,0,0,0,,,,,0,"Inflicts regular damage."
"acid-downpour--special",-1,,1,0,-1,special,poison,0,0,0,0,,,,,0,"Inflicts regular damage."
"tectonic-rage--physical",-1,,1,0,-1,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"tectonic-rage--special",-1,,1,0,-1,special,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"continental-crush--physical",-1,,1,0,-1,physical,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"continental-crush--special",-1,,1,0,-1,special,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"savage-spin-out--physical",-1,,1,0,-1,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage."
"savage-spin-out--special",-1,,1,0,-1,special,bug,0,0,0,0,,,,,0,"Inflicts regular damage."
"never-ending-nightmare--physical",-1,,1,0,-1,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"never-ending-nightmare--special",-1,,1,0,-1,special,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"corkscrew-crash--physical",-1,,1,0,-1,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage."
"corkscrew-crash--special",-1,,1,0,-1,special,steel,0,0,0,0,,,,,0,"Inflicts regular damage."
"inferno-overdrive--physical",-1,,1,0,-1,physical,fire,0,0,0,0,,,,,0,"Inflicts regular damage."
"inferno-overdrive--special",-1,,1,0,-1,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage."
"hydro-vortex--physical",-1,,1,0,-1,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"hydro-vortex--special",-1,,1,0,-1,special,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"bloom-doom--physical",-1,,1,0,-1,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"bloom-doom--special",-1,,1,0,-1,special,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"gigavolt-havoc--physical",-1,,1,0,-1,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"gigavolt-havoc--special",-1,,1,0,-1,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"shattered-psyche--physical",-1,,1,0,-1,physical,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"shattered-psyche--special",-1,,1,0,-1,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"subzero-slammer--physical",-1,,1,0,-1,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"subzero-slammer--special",-1,,1,0,-1,special,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"devastating-drake--physical",-1,,1,0,-1,physical,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"devastating-drake--special",-1,,1,0,-1,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"black-hole-eclipse--physical",-1,,1,0,-1,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"black-hole-eclipse--special",-1,,1,0,-1,special,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"twinkle-tackle--physical",-1,,1,0,-1,physical,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"twinkle-tackle--special",-1,,1,0,-1,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"catastropika",-1,,1,0,210,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"shore-up",-1,,5,0,-1,status,ground,0,0,0,50,,,,,0,"Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔."
"first-impression",100,,10,2,90,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage. Can only be used on the user's first turn after entering the field."
"baneful-bunker",-1,,10,4,-1,status,poison,0,0,0,0,,,,,0,"Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move."
"spirit-shackle",100,,10,0,80,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  Traps the target."
"darkest-lariat",100,,10,0,85,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
"sparkling-aria",100,,10,0,90,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed."
"ice-hammer",90,100,10,0,100,physical,ice,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Speed by one stage."
"floral-healing",-1,,10,0,-1,status,fairy,0,0,0,50,,,,,0,"Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead."
"high-horsepower",95,,10,0,95,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage."
"strength-sap",100,100,10,0,-1,status,grass,0,0,0,0,,,,,100,"Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed."
"solar-blade",100,,10,0,125,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage.  User charges for one turn before attacking.During sunny day, the charge turn is skipped.During hail, rain dance, or sandstorm, power is halved.This move cannot be selected by sleep talk."
"leafage",100,,40,0,40,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"spotlight",-1,,15,3,-1,status,normal,0,0,0,0,,,,,0,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead."
"toxic-thread",100,100,20,0,-1,status,poison,0,0,0,0,,,,,100,"Poisons the target and lowers its Speed by one stage."
"laser-focus",-1,,30,0,-1,status,normal,0,0,0,0,,,,,0,"The user's next move will result in a critical hit."
"gear-up",-1,,20,0,-1,status,steel,0,0,0,0,,,,,0,"Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage."
"throat-chop",100,100,15,0,80,physical,dark,0,0,0,0,,,2,2,0,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves."
"pollen-puff",100,,15,0,90,special,bug,0,0,0,0,,,,,0,"If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP."
"anchor-shot",100,,20,0,80,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Traps the target."
"psychic-terrain",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5."
"lunge",100,100,15,0,80,physical,bug,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Attack by one stage."
"fire-lash",100,100,15,0,80,physical,fire,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Defense by one stage."
"power-trip",100,,10,0,20,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×."
"burn-up",100,,5,0,130,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail."
"speed-swap",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"Exchanges the original Speed stats of the user and target."
"smart-strike",-1,,10,0,70,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"purify",-1,,20,0,-1,status,poison,0,0,0,50,,,,,0,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail."
"revelation-dance",100,,15,0,90,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless."
"core-enforcer",100,,10,0,100,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified."
"trop-kick",100,100,15,0,70,physical,grass,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the target's Attack by one stage."
"instruct",-1,,15,0,-1,status,psychic,0,0,0,0,,,,,0,"The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment."
"beak-blast",100,,15,-3,100,physical,flying,0,0,0,0,,,,,0,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move."
"clanging-scales",100,100,5,0,110,special,dragon,0,0,0,0,,,,,100,"Inflicts regular damage.  Lowers the user's Defense by one stage."
"dragon-hammer",100,,15,0,90,physical,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"brutal-swing",100,,20,0,60,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"aurora-veil",-1,,20,0,-1,status,ice,0,0,0,0,,,,,0,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)"
"sinister-arrow-raid",-1,,1,0,180,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"malicious-moonsault",-1,,1,0,180,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"oceanic-operetta",-1,,1,0,195,special,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"guardian-of-alola",-1,,1,0,-1,special,fairy,0,0,0,0,,,,,0,"Inflicts direct damage equal to ¾ of the target's remaining HP."
"soul-stealing-7-star-strike",-1,,1,0,195,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage."
"stoked-sparksurfer",-1,100,1,0,175,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 100% chance to paralyze the target."
"pulverizing-pancake",-1,,1,0,210,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"extreme-evoboost",-1,100,1,0,-1,status,normal,0,0,0,0,,,,,100,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each."
"genesis-supernova",-1,,1,0,185,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain."
"shell-trap",100,,5,-3,150,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail."
"fleur-cannon",90,100,5,0,130,special,fairy,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
"psychic-fangs",100,,10,0,85,physical,psychic,0,0,0,0,,,,,0,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage."
"stomping-tantrum",100,,10,0,75,physical,ground,0,0,0,0,,,,,0,"Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message "But it failed!") or was ineffective due to types."
"shadow-bone",100,20,10,0,85,physical,ghost,0,0,0,0,,,,,20,"Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage."
"accelerock",100,,20,1,40,physical,rock,0,0,0,0,,,,,0,"Inflicts regular damage."
"liquidation",100,20,10,0,85,physical,water,0,0,0,0,,,,,20,"Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage."
"prismatic-laser",100,,10,0,160,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"spectral-thief",100,,10,0,90,physical,ghost,0,0,0,0,,,,,0,"Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal."
"sunsteel-strike",100,,5,0,100,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
"moongeist-beam",100,,5,0,100,special,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
"tearful-look",-1,100,20,0,-1,status,normal,0,0,0,0,,,,,100,"Lowers the target's Attack and Special Attack by one stage each."
"zing-zap",100,30,10,0,80,physical,electric,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"natures-madness",90,,10,0,-1,special,fairy,0,0,0,0,,,,,0,"Inflicts typeless damage equal to half the target's remaining HP."
"multi-attack",100,,10,0,120,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
"10-000-000-volt-thunderbolt",-1,,1,0,195,special,electric,2,0,0,0,,,,,0,"Inflicts regular damage."
"mind-blown",100,,5,0,150,special,fire,0,0,0,0,,,,,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
"plasma-fists",100,,15,0,100,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"photon-geyser",100,,5,0,100,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"light-that-burns-the-sky",-1,,1,0,200,special,psychic,0,0,0,0,,,,,0,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities."
"searing-sunraze-smash",-1,,1,0,200,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
"menacing-moonraze-maelstrom",-1,,1,0,200,special,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
"lets-snuggle-forever",-1,,1,0,190,physical,fairy,0,0,0,0,,,,,0,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize."
"splintered-stormshards",-1,,1,0,190,physical,rock,0,0,0,0,,,,,0,"Inflicts damage and removes any terrain present on the battlefield."
"clangorous-soulblaze",-1,100,1,0,185,special,dragon,0,0,0,0,,,,,100,"Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon."
"zippy-zap",100,100,10,2,80,physical,electric,0,0,0,0,,,,,100,"Inflicts regular damage."
"splishy-splash",100,30,15,0,90,special,water,0,0,0,0,,,,,0,"Inflicts regular damage."
"floaty-fall",95,30,15,0,90,physical,flying,0,0,30,0,,,,,0,"Inflicts regular damage."
"pika-papow",-1,,20,0,-1,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"bouncy-bubble",100,,20,0,60,special,water,0,100,0,0,,,,,0,"Inflicts regular damage."
"buzzy-buzz",100,100,20,0,60,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
"sizzly-slide",100,100,20,0,60,physical,fire,0,0,0,0,,,,,0,"Inflicts regular damage."
"glitzy-glow",95,,15,0,80,special,psychic,0,0,0,0,,,,,0,"Inflicts regular damage."
"baddy-bad",95,,15,0,80,special,dark,0,0,0,0,,,,,0,"Inflicts regular damage."
"sappy-seed",90,100,10,0,100,physical,grass,0,0,0,0,,,,,0,"Inflicts regular damage."
"freezy-frost",90,,10,0,100,special,ice,0,0,0,0,,,,,0,"Inflicts regular damage."
"sparkly-swirl",85,,5,0,120,special,fairy,0,0,0,0,,,,,0,"Inflicts regular damage."
"veevee-volley",-1,,20,0,-1,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"double-iron-bash",100,30,5,0,60,physical,steel,0,0,30,0,2,2,,,0,"Inflicts regular damage.  Hits twice in one turn."
"max-guard",-1,,10,4,-1,status,normal,0,0,0,0,,,,,0,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.thunder during rain dance and blizzard during hail have a 30% chance to break through this move.The following effects are not prevented by this move:* acupressure from an ally* curse's curse effect* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn* feint, which will also end this move's protection after it hits* imprison* perish song* shadow force* Moves that merely copy the user, such as transform or psych upThis move cannot be selected by assist or metronome."
"dynamax-cannon",100,,5,0,100,special,dragon,0,0,0,0,,,,,0,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field."
"snipe-shot",100,,15,0,80,special,water,1,0,0,0,,,,,0,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field."
"jaw-lock",100,,10,0,80,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage, then (if successful) sets leech seed on the target."
"stuff-cheeks",-1,100,10,0,-1,status,normal,0,0,0,0,,,,,100,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party."
"no-retreat",-1,100,5,0,-1,status,fighting,0,0,0,0,,,,,100,"Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch."
"max-flare",-1,,10,0,100,physical,fire,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-flutterby",-1,,10,0,10,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage."
"max-lightning",-1,,10,0,10,physical,electric,0,0,0,0,,,,,0,"Inflicts regular damage."
