name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
croconaw,water,,torrent,False,sheer-force,True,,,11,250,65,80,80,59,63,58,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png"
feraligatr,water,,torrent,False,sheer-force,True,,,23,888,85,105,100,79,83,78,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png"
sentret,normal,,run-away,False,keen-eye,False,frisk,True,8,60,35,46,34,35,45,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png"
furret,normal,,run-away,False,keen-eye,False,frisk,True,18,325,85,76,64,45,55,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png"
hoothoot,normal,flying,insomnia,False,keen-eye,False,tinted-lens,True,7,212,60,30,30,36,56,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png"
noctowl,normal,flying,insomnia,False,keen-eye,False,tinted-lens,True,16,408,100,50,50,86,96,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png"
ledyba,bug,flying,swarm,False,early-bird,False,rattled,True,10,108,40,20,30,40,80,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png"
ledian,bug,flying,swarm,False,early-bird,False,iron-fist,True,14,356,55,35,50,55,110,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png"
spinarak,bug,poison,swarm,False,insomnia,False,sniper,True,5,85,40,60,40,40,40,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png"
ariados,bug,poison,swarm,False,insomnia,False,sniper,True,11,335,70,90,70,60,70,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png"
crobat,poison,flying,inner-focus,False,infiltrator,True,,,18,750,85,90,80,70,80,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png"
chinchou,water,electric,volt-absorb,False,illuminate,False,water-absorb,True,5,120,75,38,38,56,56,67,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png"
lanturn,water,electric,volt-absorb,False,illuminate,False,water-absorb,True,12,225,125,58,58,76,76,67,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png"
pichu,electric,,static,False,lightning-rod,True,,,3,20,20,40,15,35,35,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png"
cleffa,fairy,,cute-charm,False,magic-guard,False,friend-guard,True,3,30,50,25,28,45,55,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png"
igglybuff,normal,fairy,cute-charm,False,competitive,False,friend-guard,True,3,10,90,30,15,40,20,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png"
togepi,fairy,,hustle,False,serene-grace,False,super-luck,True,3,15,35,20,65,40,65,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png"
togetic,fairy,flying,hustle,False,serene-grace,False,super-luck,True,6,32,55,40,85,80,105,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png"
natu,psychic,flying,synchronize,False,early-bird,False,magic-bounce,True,2,20,40,50,45,70,45,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png"
xatu,psychic,flying,synchronize,False,early-bird,False,magic-bounce,True,15,150,65,75,70,95,70,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png"
mareep,electric,,static,False,plus,True,,,6,78,55,40,40,65,45,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png"
flaaffy,electric,,static,False,plus,True,,,8,133,70,55,55,80,60,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png"
ampharos,electric,,static,False,plus,True,,,14,615,90,75,85,115,90,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png"
bellossom,grass,,chlorophyll,False,healer,True,,,4,58,75,80,95,90,100,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png"
marill,water,fairy,thick-fat,False,huge-power,False,sap-sipper,True,4,85,70,20,50,20,50,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png"
azumarill,water,fairy,thick-fat,False,huge-power,False,sap-sipper,True,8,285,100,50,80,60,80,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png"
sudowoodo,rock,,sturdy,False,rock-head,False,rattled,True,12,380,70,100,115,30,65,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png"
politoed,water,,water-absorb,False,damp,False,drizzle,True,11,339,90,75,75,90,100,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png"
hoppip,grass,flying,chlorophyll,False,leaf-guard,False,infiltrator,True,4,5,35,35,40,35,55,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png"
skiploom,grass,flying,chlorophyll,False,leaf-guard,False,infiltrator,True,6,10,55,45,50,45,65,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png"
jumpluff,grass,flying,chlorophyll,False,leaf-guard,False,infiltrator,True,8,30,75,55,70,55,95,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png"
aipom,normal,,run-away,False,pickup,False,skill-link,True,8,115,55,70,55,40,55,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png"
sunkern,grass,,chlorophyll,False,solar-power,False,early-bird,True,3,18,30,30,30,30,30,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png"
sunflora,grass,,chlorophyll,False,solar-power,False,early-bird,True,8,85,75,75,55,105,85,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png"
yanma,bug,flying,speed-boost,False,compound-eyes,False,frisk,True,12,380,65,65,45,75,45,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png"
wooper,water,ground,damp,False,water-absorb,False,unaware,True,4,85,55,45,45,25,25,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png"
quagsire,water,ground,damp,False,water-absorb,False,unaware,True,14,750,95,85,85,65,65,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png"
espeon,psychic,,synchronize,False,magic-bounce,True,,,9,265,65,65,60,130,95,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png"
umbreon,dark,,synchronize,False,inner-focus,True,,,10,270,95,65,110,60,130,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png"
murkrow,dark,flying,insomnia,False,super-luck,False,prankster,True,5,21,60,85,42,85,42,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png"
slowking,water,psychic,oblivious,False,own-tempo,False,regenerator,True,20,795,95,75,80,100,110,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png"
misdreavus,ghost,,levitate,False,,,,,7,10,60,60,60,85,85,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png"
unown,psychic,,levitate,False,,,,,5,50,48,72,48,72,48,48,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png"
wobbuffet,psychic,,shadow-tag,False,telepathy,True,,,13,285,190,33,58,33,58,33,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png"
girafarig,normal,psychic,inner-focus,False,early-bird,False,sap-sipper,True,15,415,70,80,65,90,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png"
pineco,bug,,sturdy,False,overcoat,True,,,6,72,50,65,90,35,35,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png"
forretress,bug,steel,sturdy,False,overcoat,True,,,12,1258,75,90,140,60,60,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png"
dunsparce,normal,,serene-grace,False,run-away,False,rattled,True,15,140,100,70,70,65,65,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png"
gligar,ground,flying,hyper-cutter,False,sand-veil,False,immunity,True,11,648,65,75,105,35,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png"
steelix,steel,ground,rock-head,False,sturdy,False,sheer-force,True,92,4000,75,85,200,55,65,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png"
snubbull,fairy,,intimidate,False,run-away,False,rattled,True,6,78,60,80,50,40,40,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png"
granbull,fairy,,intimidate,False,quick-feet,False,rattled,True,14,487,90,120,75,60,60,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png"
qwilfish,water,poison,poison-point,False,swift-swim,False,intimidate,True,5,39,65,95,85,55,55,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png"
scizor,bug,steel,swarm,False,technician,False,light-metal,True,18,1180,70,130,100,55,80,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png"
shuckle,bug,rock,sturdy,False,gluttony,False,contrary,True,6,205,20,10,230,10,230,5,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png"
heracross,bug,fighting,swarm,False,guts,False,moxie,True,15,540,80,125,75,40,95,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png"
sneasel,dark,ice,inner-focus,False,keen-eye,False,pickpocket,True,9,280,55,95,55,35,75,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png"
teddiursa,normal,,pickup,False,quick-feet,False,honey-gather,True,6,88,60,80,50,50,50,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png"
ursaring,normal,,guts,False,quick-feet,False,unnerve,True,18,1258,90,130,75,75,75,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png"
slugma,fire,,magma-armor,False,flame-body,False,weak-armor,True,7,350,40,40,40,70,40,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png"
magcargo,fire,rock,magma-armor,False,flame-body,False,weak-armor,True,8,550,60,50,120,90,80,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png"
swinub,ice,ground,oblivious,False,snow-cloak,False,thick-fat,True,4,65,50,50,40,30,30,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png"
piloswine,ice,ground,oblivious,False,snow-cloak,False,thick-fat,True,11,558,100,100,80,60,60,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png"
corsola,water,rock,hustle,False,natural-cure,False,regenerator,True,6,50,65,55,95,65,95,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png"
remoraid,water,,hustle,False,sniper,False,moody,True,6,120,35,65,35,65,35,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png"
octillery,water,,suction-cups,False,sniper,False,moody,True,9,285,75,105,75,105,75,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png"
delibird,ice,flying,vital-spirit,False,hustle,False,insomnia,True,9,160,45,55,45,65,45,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png"
mantine,water,flying,swift-swim,False,water-absorb,False,water-veil,True,21,2200,85,40,70,80,140,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png"
skarmory,steel,flying,keen-eye,False,sturdy,False,weak-armor,True,17,505,65,80,140,40,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png"
houndour,dark,fire,early-bird,False,flash-fire,False,unnerve,True,6,108,45,60,30,80,50,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png"
houndoom,dark,fire,early-bird,False,flash-fire,False,unnerve,True,14,350,75,90,50,110,80,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png"
kingdra,water,dragon,swift-swim,False,sniper,False,damp,True,18,1520,75,95,95,95,95,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png"
phanpy,ground,,pickup,False,sand-veil,True,,,5,335,90,60,60,40,40,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png"
donphan,ground,,sturdy,False,sand-veil,True,,,11,1200,90,120,120,60,60,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png"
porygon2,normal,,trace,False,download,False,analytic,True,6,325,85,80,90,105,95,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png"
stantler,normal,,intimidate,False,frisk,False,sap-sipper,True,14,712,73,95,62,85,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png"
smeargle,normal,,own-tempo,False,technician,False,moody,True,12,580,55,20,35,20,45,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png"
tyrogue,fighting,,guts,False,steadfast,False,vital-spirit,True,7,210,35,35,35,35,35,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png"
hitmontop,fighting,,intimidate,False,technician,False,steadfast,True,14,480,50,95,95,35,110,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png"
smoochum,ice,psychic,oblivious,False,forewarn,False,hydration,True,4,60,45,30,15,85,65,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png"
elekid,electric,,static,False,vital-spirit,True,,,6,235,45,63,37,65,55,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png"
magby,fire,,flame-body,False,vital-spirit,True,,,7,214,45,75,37,70,55,83,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png"
miltank,normal,,thick-fat,False,scrappy,False,sap-sipper,True,12,755,95,80,105,40,70,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png"
blissey,normal,,natural-cure,False,serene-grace,False,healer,True,15,468,255,10,10,75,135,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png"
raikou,electric,,pressure,False,inner-focus,True,,,19,1780,90,85,75,115,100,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png"
entei,fire,,pressure,False,inner-focus,True,,,21,1980,115,115,85,90,75,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png"
suicune,water,,pressure,False,inner-focus,True,,,20,1870,100,75,115,90,115,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png"
larvitar,rock,ground,guts,False,sand-veil,True,,,6,720,50,64,50,45,50,41,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png"
pupitar,rock,ground,shed-skin,False,,,,,12,1520,70,84,70,65,70,51,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png"
tyranitar,rock,dark,sand-stream,False,unnerve,True,,,20,2020,100,134,110,95,100,61,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png"
lugia,psychic,flying,pressure,False,multiscale,True,,,52,2160,106,90,130,90,154,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png"
ho-oh,fire,flying,pressure,False,regenerator,True,,,38,1990,106,130,90,110,154,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png"
celebi,psychic,grass,natural-cure,False,,,,,6,50,100,100,100,100,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png"
treecko,grass,,overgrow,False,unburden,True,,,5,50,40,45,35,65,55,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png"
grovyle,grass,,overgrow,False,unburden,True,,,9,216,50,65,45,85,65,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png"
sceptile,grass,,overgrow,False,unburden,True,,,17,522,70,85,65,105,85,120,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png"
torchic,fire,,blaze,False,speed-boost,True,,,4,25,45,60,40,70,50,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png"
combusken,fire,fighting,blaze,False,speed-boost,True,,,9,195,60,85,60,85,60,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png"
blaziken,fire,fighting,blaze,False,speed-boost,True,,,19,520,80,120,70,110,70,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png"
mudkip,water,,torrent,False,damp,True,,,4,76,50,70,50,50,50,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png"
marshtomp,water,ground,torrent,False,damp,True,,,7,280,70,85,70,60,70,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png"
swampert,water,ground,torrent,False,damp,True,,,15,819,100,110,90,85,90,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png"
poochyena,dark,,run-away,False,quick-feet,False,rattled,True,5,136,35,55,35,30,30,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png"
mightyena,dark,,intimidate,False,quick-feet,False,moxie,True,10,370,70,90,70,60,60,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png"
zigzagoon,normal,,pickup,False,gluttony,False,quick-feet,True,4,175,38,30,41,30,41,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png"
linoone,normal,,pickup,False,gluttony,False,quick-feet,True,5,325,78,70,61,50,61,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png"
wurmple,bug,,shield-dust,False,run-away,True,,,3,36,45,45,35,20,30,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png"
silcoon,bug,,shed-skin,False,,,,,6,100,50,35,55,25,25,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png"
beautifly,bug,flying,swarm,False,rivalry,True,,,10,284,60,70,50,100,50,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png"
cascoon,bug,,shed-skin,False,,,,,7,115,50,35,55,25,25,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png"
dustox,bug,poison,shield-dust,False,compound-eyes,True,,,12,316,60,50,70,50,90,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png"
